행정구분,직종구분,데이터구분,1967 년,1970 년,1971 년,1973 년,1974 년,1975 년,1978 년,1979 년,1980 년,1981 년,1982 년,1983 년,1984 년,1985 년,1986 년,1987 년,1988 년,1989 년,1990 년,1991 년,1992 년,1993 년,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년
충북,약사,여자인원수,,,,,,,,,,,,,,85,102,100,109,123,146,141,,,,,,,,,
충북,약사,만명당인원수,,,,,,,,,,,,,,4.4,5.4,5.1,5.3,5,5.4,5.71,5.93,6.12,5.14,5.33,0.54,4.85,0.62,1.58,1.51
충북,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,1097,1061,1211,1445,1408,1357,1494,1475,1778
충북,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,15.28,14.33,15.92,16.43,15.74,14.88,16.13,15.72,18.73
충북,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,239,437,492,553,648,525,595,648,857
충북,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,3.32,5.9,6.46,6.29,7.24,5.76,6.42,6.9,9.03
충북,유사의료업자,인원수,,,,,,,,,,,,,,14,12,6,6,5,14,4,,,,,,,,,
충북,유사의료업자,남자인원수,,,,,,,,,,,,,,14,12,6,6,5,11,4,,,,,,,,,
충북,유사의료업자,여자인원수,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
충북,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.24,0.2,0.1,0.1,0.07,0.2,0.05,,,,,,,,,
충북,안마사,인원수,,,,,,,,,,,,,,,,6,6,6,9,7,,,,,,,,,
충북,안마사,남자인원수,,,,,,,,,,,,,,,,6,6,5,6,6,,,,,,,,,
충북,안마사,여자인원수,,,,,,,,,,,,,,,,,,1,3,1,,,,,,,,,
충북,안마사,만명당인원수,,,,,,,,,,,,,,,,0.1,0.1,0.09,0.1,0.1,,,,,,,,,
충남,합계,인원수,,,,,,,,,,,,,,3902,4319,4637,1113,1265,1358,1574,2746,3017,3614,4000,4935,5314,5550,7682,6796
충남,합계,남자인원수,,,,,,,,,,,,,,1326,1424,1786,620,691,714,828,,,,,,,,,
충남,합계,여자인원수,,,,,,,,,,,,,,2576,2895,2851,493,574,644,746,,,,,,,,,
충남,합계,만명당인원수,,,,,,,,,,,,,,32.5,32.3,36.2,26.4,28.7,29.8,38.61,64.65,68.86,80.01,44.59,45.92,47.1,49.37,65.75,57.28
충남,의사,인원수,,,,,,,,,,,,,,725,807,955,322,368,423,502,509,539,696,792,942,1058,1168,1165,1220
충남,의사,남자인원수,,,,,,,,,,,,,,674,724,906,308,355,372,471,,,,,,,,,
충남,의사,여자인원수,,,,,,,,,,,,,,51,83,49,14,13,51,31,,,,,,,,,
충남,의사,만명당인원수,,,,,,,,,,,,,,6.1,6.1,7.5,7.6,8.3,9.3,12.31,11.98,12.3,15.4,8.83,8.76,9.38,10.39,9.97,10.28
충남,치과의사,인원수,,,,,,,,,,,,,,121,135,166,86,105,118,128,159,172,187,210,245,267,299,320,322
충남,치과의사,남자인원수,,,,,,,,,,,,,,118,130,161,85,103,108,114,,,,,,,,,
충남,치과의사,여자인원수,,,,,,,,,,,,,,3,5,5,1,2,10,14,,,,,,,,,
충남,치과의사,만명당인원수,,,,,,,,,,,,,,1,1.1,1.3,2,2.4,2.6,3.14,3.74,3.92,4.14,2.34,2.28,2.37,2.66,2.74,2.71
충남,한의사,인원수,,,,,,,,,,,,,,131,163,172,63,64,64,72,79,86,93,111,145,153,161,179,194
충남,한의사,남자인원수,,,,,,,,,,,,,,130,160,171,62,63,61,69,,,,,,,,,
충남,한의사,여자인원수,,,,,,,,,,,,,,1,3,1,1,1,3,3,,,,,,,,,
충남,한의사,만명당인원수,,,,,,,,,,,,,,,1.4,1.3,1.5,1.5,1.4,1.76,1.86,1.96,2.05,1.24,1.35,1.36,1.43,1.53,1.64
충남,조산사,인원수,,,,,,,,,,,,,,44,29,35,11,22,13,14,16,19,22,16,16,18,19,19,8
충남,조산사,만명당인원수,,,,,,,,,,,,,,,0.5,0.3,0.2,0.5,0.3,0.34,0.37,0.43,0.48,0.18,0.15,0.16,0.17,0.16,0.07
충남,간호사,인원수,,,,,,,,,,,,,,2266,2523,2499,397,471,498,602,628,682,903,891,985,1150,1222,3108,1519
충남,간호사,만명당인원수,,,,,,,,,,,,,,,17.1,19.5,9.5,10.7,,14.76,14.78,15.56,19.99,9.93,9.16,10.19,10.87,26.6,12.8
충남,약사,인원수,,,,,,,,,,,,,,608,652,725,229,228,232,251,281,264,284,339,356,346,384,293,343
충남,약사,남자인원수,,,,,,,,,,,,,,397,400,498,160,166,163,169,,,,,,,,,
충남,약사,여자인원수,,,,,,,,,,,,,,211,252,227,69,62,69,82,,,,,,,,,
충남,약사,만명당인원수,,,,,,,,,,,,,,,5.1,5.7,5.4,5.2,5.1,6.15,6.61,6.02,6.28,3.78,3.31,3.07,3.42,2.51,2.89
충남,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,725,839,957,1104,1471,1568,1313,1704,2117
충남,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,17.07,19.15,21.18,12.31,13.69,13.9,11.68,14.58,17.84
충남,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,349,416,472,537,775,754,984,894,1073
충남,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,8.21,9.49,10.45,5.99,7.21,6.68,8.75,7.65,9.04
충남,유사의료업자,인원수,,,,,,,,,,,,,,7,10,12,4,6,9,4,,,,,,,,,
충남,유사의료업자,남자인원수,,,,,,,,,,,,,,7,10,12,4,3,9,4,,,,,,,,,
충남,유사의료업자,여자인원수,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
충남,유사의료업자,만명당인원수,,,,,,,,,,,,,,,0.2,0.1,0.1,0.1,,0.09,,,,,,,,,
충남,안마사,인원수,,,,,,,,,,,,,,,,73,1,1,1,1,,,,,,,,,
충남,안마사,남자인원수,,,,,,,,,,,,,,,,38,1,1,1,1,,,,,,,,,
충남,안마사,여자인원수,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,
충남,안마사,만명당인원수,,,,,,,,,,,,,,,,0.4,0.01,0.02,,0.02,,,,,,,,,
전북,합계,인원수,,,,,,,,,,,,,,2300,2492,2656,2789,3116,3281,3459,6714,7207,7574,8634,8426,9034,9303,10380,10527
전북,합계,남자인원수,,,,,,,,,,,,,,1263,1372,1451,1487,1836,1810,1702,,,,,,,,,
전북,합계,여자인원수,,,,,,,,,,,,,,1037,1109,1205,1302,1280,1471,1757,,,,,,,,,
전북,합계,만명당인원수,,,,,,,,,,,,,,24.3,25.1,25.7,25,33.9,28.2,31.65,59.78,62.91,65.04,55.17,53.44,56.99,58.26,64.68,65.38
전북,의사,인원수,,,,,,,,,,,,,,743,792,870,909,1031,1082,1179,1351,1429,1416,1697,1773,1801,1813,1948,1936
전북,의사,남자인원수,,,,,,,,,,,,,,685,748,808,770,883,868,989,,,,,,,,,
전북,의사,여자인원수,,,,,,,,,,,,,,58,44,62,139,148,214,190,,,,,,,,,
전북,의사,만명당인원수,,,,,,,,,,,,,,7.8,8.2,8.5,8.2,9,9.4,10.78,12.03,12.47,12.16,10.84,11.24,11.36,11.35,12.14,12.02
전북,치과의사,인원수,,,,,,,,,,,,,,118,135,168,204,235,241,256,295,331,363,403,438,446,448,494,480
전북,치과의사,남자인원수,,,,,,,,,,,,,,113,125,143,185,206,209,212,,,,,,,,,
전북,치과의사,여자인원수,,,,,,,,,,,,,,5,10,25,19,29,32,44,,,,,,,,,
전북,치과의사,만명당인원수,,,,,,,,,,,,,,1.2,1.4,1.6,1.8,2.05,2.1,2.34,2.62,2.88,3.11,2.57,2.78,2.81,2.81,3.08,2.98
전북,한의사,인원수,,,,,,,,,,,,,,100,112,122,150,170,185,202,212,241,247,284,298,299,300,336,348
전북,한의사,남자인원수,,,,,,,,,,,,,,98,111,120,146,167,179,196,,,,,,,,,
전북,한의사,여자인원수,,,,,,,,,,,,,,2,1,2,4,3,6,6,,,,,,,,,
전북,한의사,만명당인원수,,,,,,,,,,,,,,1,1.1,1.2,1.3,1.5,1.6,1.84,1.88,2.1,2.12,1.81,1.89,1.89,1.88,2.09,2.16
전북,조산사,인원수,,,,,,,,,,,,,,67,45,63,26,25,48,12,30,38,48,55,45,44,42,20,19
전북,조산사,만명당인원수,,,,,,,,,,,,,,0.7,0.4,0.6,0.2,0.2,0.4,0.1,0.26,0.33,0.41,0.35,0.29,0.28,0.26,0.12,0.12
전북,간호사,인원수,,,,,,,,,,,,,,715,877,886,918,993,1071,1285,1363,1427,1458,1554,1769,1811,1727,2090,2263
전북,간호사,만명당인원수,,,,,,,,,,,,,,7.5,8.8,8.7,8.2,8.7,9.3,11.75,12.13,12.45,12.52,9.93,11.22,11.42,10.82,13.02,14.06
전북,약사,인원수,,,,,,,,,,,,,,546,507,502,574,646,653,522,681,705,761,769,118,893,664,646,589
전북,약사,남자인원수,,,,,,,,,,,,,,356,364,339,378,564,553,302,,,,,,,,,
전북,약사,여자인원수,,,,,,,,,,,,,,190,143,163,196,82,100,220,,,,,,,,,
전북,약사,만명당인원수,,,,,,,,,,,,,,5.7,5.1,4.9,5.2,5.6,5.7,4.77,6.06,6.15,6.53,4.91,0.75,5.63,4.16,4.03,3.66
전북,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,1760,1530,2083,2509,2562,2285,2617,3060,2956
전북,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,15.67,13.35,17.88,16.03,16.25,14.41,16.39,19.07,18.36
전북,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,1022,1506,1198,1363,1423,1455,1692,1786,1936
전북,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,9.1,13.14,10.28,8.71,9.02,9.18,10.6,11.13,12.02
전북,유사의료업자,인원수,,,,,,,,,,,,,,11,24,44,7,15,,2,,,,,,,,,
전북,유사의료업자,남자인원수,,,,,,,,,,,,,,11,24,40,7,15,,2,,,,,,,,,
전북,유사의료업자,여자인원수,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
전북,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.1,0.2,0.4,0.06,0.13,,0.01,,,,,,,,,
전북,안마사,인원수,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,
전북,안마사,남자인원수,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,
전북,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북,안마사,만명당인원수,,,,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,
전남,합계,인원수,,,,,,,,,,,,,,3068,1203,1315,1344,1401,1579,1784,3094,3512,3424,4028,3931,4965,5356,6008,6000
전남,합계,남자인원수,,,,,,,,,,,,,,1657,556,646,686,711,725,864,,,,,,,,,
전남,합계,여자인원수,,,,,,,,,,,,,,1411,647,669,658,690,854,920,,,,,,,,,
전남,합계,만명당인원수,,,,,,,,,,,,,,19.6,16,27.2,17.7,17.9,20.2,25.04,42.23,47.3,45.13,40.28,38.64,48.22,48.93,55.09,55.16
전남,의사,인원수,,,,,,,,,,,,,,946,282,330,345,385,382,473,494,526,559,572,663,792,875,920,907
전남,의사,남자인원수,,,,,,,,,,,,,,911,276,318,335,378,371,460,,,,,,,,,
전남,의사,여자인원수,,,,,,,,,,,,,,35,6,12,10,7,11,13,,,,,,,,,
전남,의사,만명당인원수,,,,,,,,,,,,,,6,4.3,4.2,4.6,4.9,4.9,6.64,6.74,7.08,7.36,5.72,6.52,7.69,7.99,8.44,8.34
전남,치과의사,인원수,,,,,,,,,,,,,,201,46,64,69,76,94,121,138,145,150,173,180,213,231,219,232
전남,치과의사,남자인원수,,,,,,,,,,,,,,184,46,63,64,70,84,105,,,,,,,,,
전남,치과의사,여자인원수,,,,,,,,,,,,,,17,,1,5,6,10,16,,,,,,,,,
전남,치과의사,만명당인원수,,,,,,,,,,,,,,1.3,0.6,0.8,0.9,1,1.2,1.69,1.88,1.95,1.97,1.73,1.77,2.07,2.11,2.01,2.13
전남,한의사,인원수,,,,,,,,,,,,,,65,26,30,35,37,34,38,43,43,47,64,70,79,94,104,123
전남,한의사,남자인원수,,,,,,,,,,,,,,64,26,29,35,37,34,38,,,,,,,,,
전남,한의사,여자인원수,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
전남,한의사,만명당인원수,,,,,,,,,,,,,,0.4,0.3,0.38,0.5,0.5,0.4,0.53,0.58,0.57,0.61,0.64,0.69,0.77,0.86,0.95,1.13
전남,조산사,인원수,,,,,,,,,,,,,,79,34,66,49,62,73,60,77,52,45,33,52,43,49,59,123
전남,조산사,만명당인원수,,,,,,,,,,,,,,0.5,0.5,0.8,3.1,0.8,0.9,0.84,1.05,0.7,0.59,0.33,0.51,0.42,0.45,0.54,1.13
전남,간호사,인원수,,,,,,,,,,,,,,1026,539,500,508,507,677,727,833,861,881,1015,1161,1464,1611,1848,1894
전남,간호사,만명당인원수,,,,,,,,,,,,,,6.5,7.2,6.3,6.7,6.5,8.6,10.2,11.36,11.59,11.61,10.15,11.41,14.22,14.72,16.94,17.41
전남,약사,인원수,,,,,,,,,,,,,,738,256,320,288,299,314,363,355,376,230,357,74,389,303,440,298
전남,약사,남자인원수,,,,,,,,,,,,,,489,189,231,211,199,231,259,,,,,,,,,
전남,약사,여자인원수,,,,,,,,,,,,,,249,67,89,77,100,83,104,,,,,,,,,
전남,약사,만명당인원수,,,,,,,,,,,,,,4.7,3.4,4.1,3.8,3.8,4,5.09,4.84,5.06,3.03,3.57,0.73,3.78,2.77,4.03,2.74
전남,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,812,1117,1113,1345,1304,1281,1532,1620,1581
전남,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,11.08,15.04,14.67,13.45,12.82,12.44,14,14.85,14.53
전남,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,342,392,399,469,427,704,661,798,842
전남,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,4.66,5.28,5.25,4.69,4.2,6.84,6.04,7.32,7.74
전남,유사의료업자,인원수,,,,,,,,,,,,,,13,20,3,48,34,4,1,,,,,,,,,
전남,유사의료업자,남자인원수,,,,,,,,,,,,,,9,19,3,39,26,4,1,,,,,,,,,
전남,유사의료업자,여자인원수,,,,,,,,,,,,,,4,1,,9,8,,,,,,,,,,,
전남,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.1,0.3,0.04,0.6,0.4,0.1,0.01,,,,,,,,,
전남,안마사,인원수,,,,,,,,,,,,,,,,2,2,1,1,1,,,,,,,,,
전남,안마사,남자인원수,,,,,,,,,,,,,,,,2,2,1,1,1,,,,,,,,,
전남,안마사,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전남,안마사,만명당인원수,,,,,,,,,,,,,,,,0.03,0.14,0.01,,0.01,,,,,,,,,
경북,합계,인원수,,,,,,,,,,,,,,1540,1725,1812,2192,2437,2813,3313,5915,6318,6513,7666,7622,8799,8783,9493,10708
경북,합계,남자인원수,,,,,,,,,,,,,,778,868,908,1063,1146,1272,1463,,,,,,,,,
경북,합계,여자인원수,,,,,,,,,,,,,,762,857,904,1129,1291,1541,1850,,,,,,,,,
경북,합계,만명당인원수,,,,,,,,,,,,,,15.6,17,17.3,19.9,20.8,24.3,29.56,51.28,53.2,53.57,36.48,35.79,40.92,40.61,43.7,49.39
경북,의사,인원수,,,,,,,,,,,,,,407,454,482,562,579,732,853,994,1121,1042,1256,1359,1401,1561,1660,1735
경북,의사,남자인원수,,,,,,,,,,,,,,386,433,465,541,550,680,777,,,,,,,,,
경북,의사,여자인원수,,,,,,,,,,,,,,21,21,17,21,29,52,76,,,,,,,,,
경북,의사,만명당인원수,,,,,,,,,,,,,,4.2,4.5,4.6,4.9,4.9,6.3,7.61,8.61,9.44,8.57,5.98,6.38,6.52,7.22,7.64,8
경북,치과의사,인원수,,,,,,,,,,,,,,74,83,85,110,127,167,184,205,230,247,324,358,352,402,412,427
경북,치과의사,남자인원수,,,,,,,,,,,,,,70,81,83,105,118,153,165,,,,,,,,,
경북,치과의사,여자인원수,,,,,,,,,,,,,,4,,2,5,9,14,19,,,,,,,,,
경북,치과의사,만명당인원수,,,,,,,,,,,,,,0.8,0.82,0.8,1,1.1,1.4,1.64,1.77,1.93,2.03,1.54,1.68,1.64,1.86,1.9,1.97
경북,한의사,인원수,,,,,,,,,,,,,,62,68,84,107,141,156,173,180,200,204,260,291,293,299,332,380
경북,한의사,남자인원수,,,,,,,,,,,,,,59,67,82,102,133,147,164,,,,,,,,,
경북,한의사,여자인원수,,,,,,,,,,,,,,3,1,2,5,8,9,9,,,,,,,,,
경북,한의사,만명당인원수,,,,,,,,,,,,,,0.6,0.67,0.8,0.9,1.2,1.3,1.54,1.56,1.68,1.67,1.24,1.37,1.36,1.38,1.53,1.75
경북,조산사,인원수,,,,,,,,,,,,,,30,18,18,16,31,59,83,76,68,66,64,66,81,61,64,64
경북,조산사,만명당인원수,,,,,,,,,,,,,,0.3,0.18,0.2,0.1,0.3,0.5,0.74,0.65,0.57,0.54,0.3,0.31,0.38,0.28,0.29,0.3
경북,간호사,인원수,,,,,,,,,,,,,,587,686,710,904,1022,1171,1413,1521,1787,1911,2042,2261,2360,2647,2991,3371
경북,간호사,만명당인원수,,,,,,,,,,,,,,6,6.76,6.8,8,8.7,10.1,12.6,13.18,15.04,15.71,9.72,10.62,10.98,12.24,13.77,15.55
경북,약사,인원수,,,,,,,,,,,,,,372,407,416,481,517,512,580,575,609,589,743,64,754,531,515,817
경북,약사,남자인원수,,,,,,,,,,,,,,255,278,263,304,330,276,337,,,,,,,,,
경북,약사,여자인원수,,,,,,,,,,,,,,117,129,153,177,187,236,243,,,,,,,,,
경북,약사,만명당인원수,,,,,,,,,,,,,,3.8,4,3.9,4.2,4.4,4.4,5.17,4.98,5.12,4.84,3.54,0.3,3.51,2.45,2.37,3.77
경북,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,1543,1432,1595,1911,2061,2321,2010,2192,2590
경북,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,13.37,12.05,13.11,9.09,9.68,10.79,9.29,10.09,11.95
경북,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,821,871,859,1066,1162,1237,1272,1327,1324
경북,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,7.11,7.33,7.06,5.07,5.46,5.75,5.88,6.11,6.11
경북,유사의료업자,인원수,,,,,,,,,,,,,,8,9,7,5,3,3,6,,,,,,,,,
경북,유사의료업자,남자인원수,,,,,,,,,,,,,,8,9,7,5,3,3,6,,,,,,,,,
경북,유사의료업자,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경북,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.1,0.09,0.1,0.04,0.03,0.02,0.05,,,,,,,,,
경북,안마사,인원수,,,,,,,,,,,,,,,,10,7,17,13,21,,,,,,,,,
경북,안마사,남자인원수,,,,,,,,,,,,,,,,8,6,12,11,10,,,,,,,,,
경북,안마사,여자인원수,,,,,,,,,,,,,,,,2,1,5,2,11,,,,,,,,,
경북,안마사,만명당인원수,,,,,,,,,,,,,,,,0.1,0.06,0.1,0.1,0.18,,,,,,,,,
경남,합계,인원수,,,,,,,,,,,,,,3002,2940,3222,3791,4289,4527,5318,9405,9991,11267,12940,14327,11070,11139,11844,12441
경남,합계,남자인원수,,,,,,,,,,,,,,1451,1499,1707,1871,2050,2110,2555,,,,,,,,,
경남,합계,여자인원수,,,,,,,,,,,,,,1551,1441,1515,1920,2239,2417,2763,,,,,,,,,
경남,합계,만명당인원수,,,,,,,,,,,,,,17,,17.1,18.2,19.5,16.9,23.75,40.72,42.72,47.13,40.9,42.1,45.19,44.94,47.3,49.11
경남,의사,인원수,,,,,,,,,,,,,,764,796,885,990,1080,1087,1462,1566,1593,1865,2096,2338,1797,1922,2042,2127
경남,의사,남자인원수,,,,,,,,,,,,,,741,771,860,944,1044,1050,1374,,,,,,,,,
경남,의사,여자인원수,,,,,,,,,,,,,,23,25,25,46,36,37,88,,,,,,,,,
경남,의사,만명당인원수,,,,,,,,,,,,,,4.3,,4.7,4.8,4.9,4.8,6.53,6.78,6.81,7.8,6.63,6.87,7.34,7.75,8.15,8.4
경남,치과의사,인원수,,,,,,,,,,,,,,136,138,162,194,238,276,316,360,389,430,524,610,449,485,522,538
경남,치과의사,남자인원수,,,,,,,,,,,,,,135,134,157,188,229,261,299,,,,,,,,,
경남,치과의사,여자인원수,,,,,,,,,,,,,,1,4,5,6,9,15,17,,,,,,,,,
경남,치과의사,만명당인원수,,,,,,,,,,,,,,0.7,,0.84,0.9,1.1,1.2,1.41,1.55,1.66,1.79,1.66,1.79,1.83,1.96,2.08,2.12
경남,한의사,인원수,,,,,,,,,,,,,,116,114,145,189,227,246,289,316,340,360,432,467,322,357,370,397
경남,한의사,남자인원수,,,,,,,,,,,,,,112,113,144,185,223,238,275,,,,,,,,,
경남,한의사,여자인원수,,,,,,,,,,,,,,4,1,1,4,4,8,14,,,,,,,,,
경남,한의사,만명당인원수,,,,,,,,,,,,,,0.7,,0.8,0.9,1,1.1,1.29,1.36,1.45,1.5,1.37,1.37,1.31,1.44,1.48,1.57
경남,조산사,인원수,,,,,,,,,,,,,,65,104,96,97,93,76,94,101,108,109,112,120,73,64,61,50
경남,조산사,만명당인원수,,,,,,,,,,,,,,0.4,,0.5,0.45,0.4,0.3,0.41,0.43,0.46,0.45,0.35,0.35,0.3,0.26,0.24,0.2
경남,간호사,인원수,,,,,,,,,,,,,,1256,1103,1144,1457,1744,1905,2170,2319,2403,2781,2968,3335,2703,2674,3069,3451
경남,간호사,만명당인원수,,,,,,,,,,,,,,7.2,,6.1,7,7.9,8.5,9.69,10.04,10.27,11.63,9.38,9.8,11.03,10.79,12.26,13.62
경남,약사,인원수,,,,,,,,,,,,,,658,678,761,854,883,896,949,1048,1045,1047,971,847,645,533,512,353
경남,약사,남자인원수,,,,,,,,,,,,,,457,474,527,546,542,545,587,,,,,,,,,
경남,약사,여자인원수,,,,,,,,,,,,,,201,204,234,308,341,351,362,,,,,,,,,
경남,약사,만명당인원수,,,,,,,,,,,,,,3.8,,4,4.1,4,4,4.23,4.53,4.46,4.38,3.07,2.49,2.63,2.15,2.04,1.39
경남,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,2446,2650,2932,3802,4294,3287,3270,3269,3529
경남,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,10.59,11.33,12.26,12.02,12.62,13.42,13.19,13.05,13.93
경남,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,1249,1463,1743,2035,2316,1794,1834,1999,1996
경남,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,5.4,6.25,7.29,6.43,6.81,7.32,7.4,7.98,7.88
경남,유사의료업자,인원수,,,,,,,,,,,,,,7,7,17,4,5,3,9,,,,,,,,,
경남,유사의료업자,남자인원수,,,,,,,,,,,,,,6,7,13,4,5,3,8,,,,,,,,,
경남,유사의료업자,여자인원수,,,,,,,,,,,,,,1,,4,,,,1,,,,,,,,,
경남,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.04,,0.1,0.22,0.02,0.01,0.04,,,,,,,,,
경남,안마사,인원수,,,,,,,,,,,,,,,,12,6,19,38,29,,,,,,,,,
경남,안마사,남자인원수,,,,,,,,,,,,,,,,6,4,7,13,12,,,,,,,,,
경남,안마사,여자인원수,,,,,,,,,,,,,,,,6,2,12,25,17,,,,,,,,,
경남,안마사,만명당인원수,,,,,,,,,,,,,,,,0.06,0.03,0.09,0.2,0.12,,,,,,,,,
제주,합계,인원수,,,,,,,,,,,,,,472,561,574,641,720,822,826,1556,1627,1861,1929,1793,1937,1860,2259,2299
제주,합계,남자인원수,,,,,,,,,,,,,,248,258,268,300,323,368,378,,,,,,,,,
제주,합계,여자인원수,,,,,,,,,,,,,,224,303,306,341,397,454,448,,,,,,,,,
제주,합계,만명당인원수,,,,,,,,,,,,,,16.5,18.7,19,20.8,22.7,25.6,26.43,48.23,49.51,55.73,56.55,51.79,55.14,52.25,62.69,63.02
제주,의사,인원수,,,,,,,,,,,,,,137,135,144,154,156,189,176,198,213,242,252,262,260,300,353,376
제주,의사,남자인원수,,,,,,,,,,,,,,127,122,132,147,148,180,163,,,,,,,,,
제주,의사,여자인원수,,,,,,,,,,,,,,10,13,12,7,8,9,13,,,,,,,,,
제주,의사,만명당인원수,,,,,,,,,,,,,,4.8,4.5,4.7,5,4.9,5.9,5.63,6.13,6.48,7.24,7.39,7.57,7.4,8.43,9.8,10.31
제주,치과의사,인원수,,,,,,,,,,,,,,26,33,33,47,46,53,61,68,79,85,91,98,96,102,111,111
제주,치과의사,남자인원수,,,,,,,,,,,,,,25,32,31,44,44,50,59,,,,,,,,,
제주,치과의사,여자인원수,,,,,,,,,,,,,,1,1,2,3,2,3,2,,,,,,,,,
제주,치과의사,만명당인원수,,,,,,,,,,,,,,0.9,0.9,1,1.5,1.4,1.6,1.95,2.1,2.4,2.54,2.67,2.83,2.73,2.87,3.08,3.04
제주,한의사,인원수,,,,,,,,,,,,,,8,10,11,10,10,10,13,19,26,30,34,37,39,44,55,60
제주,한의사,남자인원수,,,,,,,,,,,,,,8,10,10,10,10,10,12,,,,,,,,,
제주,한의사,여자인원수,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,
제주,한의사,만명당인원수,,,,,,,,,,,,,,0.3,0.3,0.4,0.3,0.3,0.3,0.41,0.58,0.79,0.89,1,1.07,1.11,1.24,1.53,1.64
제주,조산사,인원수,,,,,,,,,,,,,,10,18,11,11,8,8,9,6,9,12,16,13,13,10,9,8
제주,조산사,만명당인원수,,,,,,,,,,,,,,0.3,0.6,0.4,0.4,0.2,0.2,0.28,0.18,0.27,0.35,0.47,0.38,0.37,0.28,0.25,0.22
제주,간호사,인원수,,,,,,,,,,,,,,159,224,233,266,313,358,347,400,461,543,538,554,563,653,825,843
제주,간호사,만명당인원수,,,,,,,,,,,,,,5.6,7.5,7.7,8.6,9.8,11.1,11.1,12.4,14.03,16.26,15.77,16,16.03,18.34,22.89,23.11
제주,약사,인원수,,,,,,,,,,,,,,125,133,135,146,154,159,173,174,171,163,198,41,210,44,49,43
제주,약사,남자인원수,,,,,,,,,,,,,,81,86,88,90,94,93,107,,,,,,,,,
제주,약사,여자인원수,,,,,,,,,,,,,,44,47,47,56,60,66,66,,,,,,,,,
제주,약사,만명당인원수,,,,,,,,,,,,,,4.4,4.6,4.5,4.7,4.8,4.9,5.53,5.39,5.2,4.88,5.8,1.18,5.98,1.24,1.36,1.18
제주,간호조무사,인원수,,,,,,,,,,,,,,,,,,,,,458,471,520,530,513,492,465,475,441
제주,간호조무사,만명당인원수,,,,,,,,,,,,,,,,,,,,,14.19,14.33,15.57,15.54,14.82,14.01,13.06,13.18,12.09
제주,의료기사,인원수,,,,,,,,,,,,,,,,,,,,,233,197,266,270,275,264,242,382,417
제주,의료기사,만명당인원수,,,,,,,,,,,,,,,,,,,,,7.22,5.99,7.96,7.92,7.94,7.52,6.8,10.6,11.43
제주,유사의료업자,인원수,,,,,,,,,,,,,,7,8,6,6,5,5,7,,,,,,,,,
제주,유사의료업자,남자인원수,,,,,,,,,,,,,,7,8,6,6,5,5,7,,,,,,,,,
제주,유사의료업자,여자인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주,유사의료업자,만명당인원수,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.1,0.1,0.22,,,,,,,,,
제주,안마사,인원수,,,,,,,,,,,,,,,,1,1,28,40,40,,,,,,,,,
