행정구분,직종구분,데이터구분,년도,데이터
울산,합계,만명당인원수,2009,75
울산,합계,만명당인원수,2010,80.4
울산,합계,만명당인원수,2011,85.9
울산,합계,만명당인원수,2012,89.9
울산,합계,만명당인원수,2013,93
울산,합계,만명당인원수,2014,100.2
울산,합계,만명당인원수,2015,98
울산,합계,만명당인원수,2016,110
울산,합계,만명당인원수,2017,110
울산,합계,인구수,2009,1114866
울산,합계,인구수,2010,1126298
울산,합계,인구수,2011,1135494
울산,합계,인구수,2012,1166503
울산,합계,인구수,2013,1178907
울산,합계,인구수,2014,1192262
울산,합계,인구수,2015,1199717
울산,합계,인구수,2016,1193346
울산,합계,인구수,2017,1185645
울산,상근의사,인원수,2009,1323
울산,상근의사,인원수,2010,1245
울산,상근의사,인원수,2011,1404
울산,상근의사,인원수,2012,1453
울산,상근의사,인원수,2013,1530
울산,상근의사,인원수,2014,1651
울산,상근의사,인원수,2015,1633
울산,상근의사,인원수,2016,1662
울산,상근의사,인원수,2017,1612
울산,상근의사,만명당인원수,2009,11.9
울산,상근의사,만명당인원수,2010,11.1
울산,상근의사,만명당인원수,2011,12.2
울산,상근의사,만명당인원수,2012,12.5
울산,상근의사,만명당인원수,2013,12.98
울산,상근의사,만명당인원수,2014,13.85
울산,상근의사,만명당인원수,2015,13.61
울산,상근의사,만명당인원수,2016,13.93
울산,상근의사,만명당인원수,2017,13.6
울산,비상근의사,인원수,2009,
울산,비상근의사,인원수,2010,
울산,비상근의사,인원수,2011,
울산,비상근의사,인원수,2012,0
울산,비상근의사,인원수,2013,
울산,비상근의사,인원수,2014,1
울산,비상근의사,인원수,2015,1
울산,비상근의사,인원수,2016,1
울산,비상근의사,인원수,2017,0
울산,비상근의사,만명당인원수,2009,
울산,비상근의사,만명당인원수,2010,
울산,비상근의사,만명당인원수,2011,
울산,비상근의사,만명당인원수,2012,0
울산,비상근의사,만명당인원수,2013,0
울산,비상근의사,만명당인원수,2014,0.01
울산,비상근의사,만명당인원수,2015,0.01
울산,비상근의사,만명당인원수,2016,0.01
울산,비상근의사,만명당인원수,2017,0
울산,치과의사,인원수,2009,373
울산,치과의사,인원수,2010,389
울산,치과의사,인원수,2011,417
울산,치과의사,인원수,2012,453
울산,치과의사,인원수,2013,473
울산,치과의사,인원수,2014,481
울산,치과의사,인원수,2015,469
울산,치과의사,인원수,2016,469
울산,치과의사,인원수,2017,432
울산,치과의사,만명당인원수,2009,3.3
울산,치과의사,만명당인원수,2010,3.5
울산,치과의사,만명당인원수,2011,3.6
울산,치과의사,만명당인원수,2012,3.9
울산,치과의사,만명당인원수,2013,4.01
울산,치과의사,만명당인원수,2014,4.03
울산,치과의사,만명당인원수,2015,3.91
울산,치과의사,만명당인원수,2016,3.93
울산,치과의사,만명당인원수,2017,3.64
울산,한의사,인원수,2009,301
울산,한의사,인원수,2010,326
울산,한의사,인원수,2011,339
울산,한의사,인원수,2012,351
울산,한의사,인원수,2013,357
울산,한의사,인원수,2014,379
울산,한의사,인원수,2015,402
울산,한의사,인원수,2016,397
울산,한의사,인원수,2017,362
울산,한의사,만명당인원수,2009,0.3
울산,한의사,만명당인원수,2010,0.3
울산,한의사,만명당인원수,2011,2.9
울산,한의사,만명당인원수,2012,3
울산,한의사,만명당인원수,2013,3.03
울산,한의사,만명당인원수,2014,3.18
울산,한의사,만명당인원수,2015,3.35
울산,한의사,만명당인원수,2016,3.33
울산,한의사,만명당인원수,2017,3.05
울산,약사,인원수,2009,67
울산,약사,인원수,2010,71
울산,약사,인원수,2011,126
울산,약사,인원수,2012,185
울산,약사,인원수,2013,180
울산,약사,인원수,2014,211
울산,약사,인원수,2015,186
울산,약사,인원수,2016,216
울산,약사,인원수,2017,294
울산,약사,만명당인원수,2009,0.6
울산,약사,만명당인원수,2010,0.6
울산,약사,만명당인원수,2011,1.1
울산,약사,만명당인원수,2012,1.6
울산,약사,만명당인원수,2013,1.53
울산,약사,만명당인원수,2014,1.77
울산,약사,만명당인원수,2015,1.55
울산,약사,만명당인원수,2016,1.81
울산,약사,만명당인원수,2017,2.48
울산,조산사,인원수,2009,21
울산,조산사,인원수,2010,26
울산,조산사,인원수,2011,23
울산,조산사,인원수,2012,22
울산,조산사,인원수,2013,22
울산,조산사,인원수,2014,21
울산,조산사,인원수,2015,23
울산,조산사,인원수,2016,7
울산,조산사,인원수,2017,7
울산,조산사,만명당인원수,2009,0.2
울산,조산사,만명당인원수,2010,0.2
울산,조산사,만명당인원수,2011,0.2
울산,조산사,만명당인원수,2012,0.2
울산,조산사,만명당인원수,2013,0.19
울산,조산사,만명당인원수,2014,0.18
울산,조산사,만명당인원수,2015,0.19
울산,조산사,만명당인원수,2016,0.06
울산,조산사,만명당인원수,2017,0.06
울산,간호사,인원수,2009,2386
울산,간호사,인원수,2010,2528
울산,간호사,인원수,2011,2767
울산,간호사,인원수,2012,2857
울산,간호사,인원수,2013,3012
울산,간호사,인원수,2014,3416
울산,간호사,인원수,2015,3362
울산,간호사,인원수,2016,3731
울산,간호사,인원수,2017,3891
울산,간호사,만명당인원수,2009,21.4
울산,간호사,만명당인원수,2010,22.4
울산,간호사,만명당인원수,2011,24
울산,간호사,만명당인원수,2012,24.5
울산,간호사,만명당인원수,2013,25.55
울산,간호사,만명당인원수,2014,28.65
울산,간호사,만명당인원수,2015,28.02
울산,간호사,만명당인원수,2016,31.27
울산,간호사,만명당인원수,2017,32.82
울산,간호조무사,인원수,2009,2468
울산,간호조무사,인원수,2010,2875
울산,간호조무사,인원수,2011,3099
울산,간호조무사,인원수,2012,3123
울산,간호조무사,인원수,2013,3359
울산,간호조무사,인원수,2014,3517
울산,간호조무사,인원수,2015,3249
울산,간호조무사,인원수,2016,3838
울산,간호조무사,인원수,2017,3712
울산,간호조무사,만명당인원수,2009,22.1
울산,간호조무사,만명당인원수,2010,25.5
울산,간호조무사,만명당인원수,2011,26.9
울산,간호조무사,만명당인원수,2012,26.8
울산,간호조무사,만명당인원수,2013,28.49
울산,간호조무사,만명당인원수,2014,29.5
울산,간호조무사,만명당인원수,2015,27.08
울산,간호조무사,만명당인원수,2016,32.16
울산,간호조무사,만명당인원수,2017,31.31
울산,의료기사,인원수,2009,1368
울산,의료기사,인원수,2010,1543
울산,의료기사,인원수,2011,1686
울산,의료기사,인원수,2012,1990
울산,의료기사,인원수,2013,2035
울산,의료기사,인원수,2014,2196
울산,의료기사,인원수,2015,2292
울산,의료기사,인원수,2016,2694
울산,의료기사,인원수,2017,2634
울산,의료기사,만명당인원수,2009,12.3
울산,의료기사,만명당인원수,2010,13.7
울산,의료기사,만명당인원수,2011,14.6
울산,의료기사,만명당인원수,2012,17.1
울산,의료기사,만명당인원수,2013,17.26
울산,의료기사,만명당인원수,2014,18.42
울산,의료기사,만명당인원수,2015,19.1
울산,의료기사,만명당인원수,2016,22.58
울산,의료기사,만명당인원수,2017,22.22
울산,의무기록사,인원수,2009,54
울산,의무기록사,인원수,2010,50
울산,의무기록사,인원수,2011,50
울산,의무기록사,인원수,2012,49
울산,의무기록사,인원수,2013,54
울산,의무기록사,인원수,2014,74
울산,의무기록사,인원수,2015,88
울산,의무기록사,인원수,2016,110
울산,의무기록사,인원수,2017,94
울산,의무기록사,만명당인원수,2009,0.5
울산,의무기록사,만명당인원수,2010,0.4
울산,의무기록사,만명당인원수,2011,0.4
울산,의무기록사,만명당인원수,2012,0.4
울산,의무기록사,만명당인원수,2013,0.46
울산,의무기록사,만명당인원수,2014,0.62
울산,의무기록사,만명당인원수,2015,0.73
울산,의무기록사,만명당인원수,2016,0.92
울산,의무기록사,만명당인원수,2017,0.79
세종,합계,인원수,2012,616
세종,합계,인원수,2013,689
세종,합계,인원수,2014,942
세종,합계,인원수,2015,1149
세종,합계,인원수,2016,1362
세종,합계,인원수,2017,952
세종,합계,만명당인원수,2012,53.4
세종,합계,만명당인원수,2013,55
세종,합계,만명당인원수,2014,59.3
세종,합계,만명당인원수,2015,54
세종,합계,만명당인원수,2016,55
세종,합계,만명당인원수,2017,33
세종,합계,인구수,2012,115388
세종,합계,인구수,2013,124615
세종,합계,인구수,2014,158844
세종,합계,인구수,2015,214364
세종,합계,인구수,2016,246793
세종,합계,인구수,2017,284225
세종,상근의사,인원수,2009,
세종,상근의사,인원수,2012,79
세종,상근의사,인원수,2013,97
세종,상근의사,인원수,2014,106
세종,상근의사,인원수,2015,152
세종,상근의사,인원수,2016,171
세종,상근의사,만명당인원수,2009,
세종,상근의사,만명당인원수,2012,6.8
세종,상근의사,만명당인원수,2013,7.78
세종,상근의사,만명당인원수,2014,6.67
세종,상근의사,만명당인원수,2015,7.09
세종,상근의사,만명당인원수,2016,6.93
세종,상근의사,만명당인원수,2017,0
세종,비상근의사,인원수,2009,
세종,비상근의사,인원수,2012,0
세종,비상근의사,인원수,2013,
세종,비상근의사,인원수,2014,41
세종,비상근의사,인원수,2015,0
세종,비상근의사,인원수,2016,0
세종,비상근의사,만명당인원수,2009,
세종,비상근의사,만명당인원수,2012,0
세종,비상근의사,만명당인원수,2013,0
세종,비상근의사,만명당인원수,2014,2.58
세종,비상근의사,만명당인원수,2015,0
세종,비상근의사,만명당인원수,2016,0
세종,비상근의사,만명당인원수,2017,0
세종,치과의사,인원수,2012,25
세종,치과의사,인원수,2013,32
세종,치과의사,인원수,2014,45
세종,치과의사,인원수,2015,66
세종,치과의사,인원수,2016,79
세종,치과의사,인원수,2017,84
세종,치과의사,만명당인원수,2012,2.2
세종,치과의사,만명당인원수,2013,2.57
세종,치과의사,만명당인원수,2014,2.83
세종,치과의사,만명당인원수,2015,3.08
세종,치과의사,만명당인원수,2016,3.2
세종,치과의사,만명당인원수,2017,2.96
세종,한의사,인원수,2012,21
세종,한의사,인원수,2013,34
세종,한의사,인원수,2014,35
세종,한의사,인원수,2015,46
세종,한의사,인원수,2016,73
세종,한의사,인원수,2017,70
세종,한의사,만명당인원수,2012,1.8
세종,한의사,만명당인원수,2013,2.73
세종,한의사,만명당인원수,2014,2.2
세종,한의사,만명당인원수,2015,2.15
세종,한의사,만명당인원수,2016,2.96
세종,한의사,만명당인원수,2017,2.46
세종,약사,인원수,2012,4
세종,약사,인원수,2013,2
세종,약사,인원수,2014,7
세종,약사,인원수,2015,7
세종,약사,인원수,2016,119
세종,약사,인원수,2017,106
세종,약사,만명당인원수,2012,0.3
세종,약사,만명당인원수,2013,0.16
세종,약사,만명당인원수,2014,0.44
세종,약사,만명당인원수,2015,0.33
세종,약사,만명당인원수,2016,4.82
세종,약사,만명당인원수,2017,3.73
세종,조산사,인원수,2012,0
세종,조산사,인원수,2013,1
세종,조산사,인원수,2015,0
세종,조산사,인원수,2016,0
세종,조산사,인원수,2017,0
세종,조산사,만명당인원수,2012,0
세종,조산사,만명당인원수,2013,0.08
세종,조산사,만명당인원수,2014,
세종,조산사,만명당인원수,2015,0
세종,조산사,만명당인원수,2016,0
세종,조산사,만명당인원수,2017,0
세종,간호사,인원수,2012,63
세종,간호사,인원수,2013,102
세종,간호사,인원수,2014,84
세종,간호사,인원수,2015,116
세종,간호사,인원수,2016,131
세종,간호사,인원수,2017,76
세종,간호사,만명당인원수,2012,5.5
세종,간호사,만명당인원수,2013,8.19
세종,간호사,만명당인원수,2014,5.29
세종,간호사,만명당인원수,2015,5.41
세종,간호사,만명당인원수,2016,5.31
세종,간호사,만명당인원수,2017,2.67
세종,간호조무사,인원수,2012,283
세종,간호조무사,인원수,2013,260
세종,간호조무사,인원수,2014,393
세종,간호조무사,인원수,2015,504
세종,간호조무사,인원수,2016,519
세종,간호조무사,인원수,2017,348
세종,간호조무사,만명당인원수,2012,24.5
세종,간호조무사,만명당인원수,2013,20.86
세종,간호조무사,만명당인원수,2014,24.74
세종,간호조무사,만명당인원수,2015,23.51
세종,간호조무사,만명당인원수,2016,21.03
세종,간호조무사,만명당인원수,2017,12.24
세종,의료기사,인원수,2012,139
세종,의료기사,인원수,2013,156
세종,의료기사,인원수,2014,229
세종,의료기사,인원수,2015,256
세종,의료기사,인원수,2016,265
세종,의료기사,인원수,2017,266
세종,의료기사,만명당인원수,2012,12
세종,의료기사,만명당인원수,2013,12.52
세종,의료기사,만명당인원수,2014,14.42
세종,의료기사,만명당인원수,2015,11.94
세종,의료기사,만명당인원수,2016,10.74
세종,의료기사,만명당인원수,2017,9.36
세종,의무기록사,인원수,2012,2
세종,의무기록사,인원수,2013,5
세종,의무기록사,인원수,2014,2
세종,의무기록사,인원수,2015,2
세종,의무기록사,인원수,2016,5
세종,의무기록사,인원수,2017,2
세종,의무기록사,만명당인원수,2012,0.2
세종,의무기록사,만명당인원수,2013,0.4
세종,의무기록사,만명당인원수,2014,0.13
세종,의무기록사,만명당인원수,2015,0.09
세종,의무기록사,만명당인원수,2016,0.2
세종,의무기록사,만명당인원수,2017,0.07
경기,합계,인원수,2009,76517
경기,합계,인원수,2010,79184
경기,합계,인원수,2011,83071
경기,합계,인원수,2012,86680
경기,합계,인원수,2013,89605
경기,합계,인원수,2014,94061
경기,합계,인원수,2015,102127
경기,합계,인원수,2016,110506
경기,합계,인원수,2017,120527
경기,합계,만명당인원수,2009,66.8
경기,합계,만명당인원수,2010,67.2
경기,합계,만명당인원수,2011,69.6
경기,합계,만명당인원수,2012,70
경기,합계,만명당인원수,2013,71
경기,합계,만명당인원수,2014,74.01
경기,합계,만명당인원수,2015,79
경기,합계,만명당인원수,2016,84
경기,합계,만명당인원수,2017,91
경기,합계,인구수,2009,11460610
경기,합계,인구수,2010,11786622
경기,합계,인구수,2011,11937415
경기,합계,인구수,2012,12381550
경기,합계,인구수,2013,12549345
경기,합계,인구수,2014,12709996
경기,합계,인구수,2015,12892271
경기,합계,인구수,2016,13090703
경기,합계,인구수,2017,13255523
경기,상근의사,인원수,2009,14103
경기,상근의사,인원수,2010,14707
경기,상근의사,인원수,2011,15518
경기,상근의사,인원수,2012,15859
경기,상근의사,인원수,2013,17024
경기,상근의사,인원수,2014,17561
경기,상근의사,인원수,2015,18048
경기,상근의사,인원수,2016,19765
경기,상근의사,인원수,2017,18630
경기,상근의사,만명당인원수,2009,12.3
경기,상근의사,만명당인원수,2010,12.5
경기,상근의사,만명당인원수,2011,13
경기,상근의사,만명당인원수,2012,12.8
경기,상근의사,만명당인원수,2013,13.57
경기,상근의사,만명당인원수,2014,13.82
경기,상근의사,만명당인원수,2015,14
경기,상근의사,만명당인원수,2016,15.1
경기,상근의사,만명당인원수,2017,14.05
경기,비상근의사,인원수,2009,
경기,비상근의사,인원수,2010,
경기,비상근의사,인원수,2011,
경기,비상근의사,인원수,2012,3
경기,비상근의사,인원수,2013,7
경기,비상근의사,인원수,2014,16
경기,비상근의사,인원수,2015,60
경기,비상근의사,인원수,2016,73
경기,비상근의사,인원수,2017,7
경기,비상근의사,만명당인원수,2009,
경기,비상근의사,만명당인원수,2010,
경기,비상근의사,만명당인원수,2011,
경기,비상근의사,만명당인원수,2012,0
경기,비상근의사,만명당인원수,2013,0.01
경기,비상근의사,만명당인원수,2014,0.01
경기,비상근의사,만명당인원수,2015,0.05
경기,비상근의사,만명당인원수,2016,0.06
경기,비상근의사,만명당인원수,2017,0.01
경기,치과의사,인원수,2009,3980
경기,치과의사,인원수,2010,4144
경기,치과의사,인원수,2011,4299
경기,치과의사,인원수,2012,4315
경기,치과의사,인원수,2013,4542
경기,치과의사,인원수,2014,4775
경기,치과의사,인원수,2015,4867
경기,치과의사,인원수,2016,4858
경기,치과의사,인원수,2017,5028
경기,치과의사,만명당인원수,2009,3.5
경기,치과의사,만명당인원수,2010,3.5
경기,치과의사,만명당인원수,2011,3.6
경기,치과의사,만명당인원수,2012,3.5
경기,치과의사,만명당인원수,2013,3.62
경기,치과의사,만명당인원수,2014,3.76
경기,치과의사,만명당인원수,2015,3.78
경기,치과의사,만명당인원수,2016,3.71
경기,치과의사,만명당인원수,2017,3.79
경기,한의사,인원수,2009,2790
경기,한의사,인원수,2010,2913
경기,한의사,인원수,2011,3057
경기,한의사,인원수,2012,3001
경기,한의사,인원수,2013,3312
경기,한의사,인원수,2014,3426
경기,한의사,인원수,2015,3486
경기,한의사,인원수,2016,3673
경기,한의사,인원수,2017,4031
경기,한의사,만명당인원수,2009,0.2
경기,한의사,만명당인원수,2010,0.2
경기,한의사,만명당인원수,2011,2.6
경기,한의사,만명당인원수,2012,2.4
경기,한의사,만명당인원수,2013,2.64
경기,한의사,만명당인원수,2014,2.7
경기,한의사,만명당인원수,2015,2.7
경기,한의사,만명당인원수,2016,2.81
경기,한의사,만명당인원수,2017,3.04
경기,약사,인원수,2009,619
경기,약사,인원수,2010,652
경기,약사,인원수,2011,745
경기,약사,인원수,2012,761
경기,약사,인원수,2013,1620
경기,약사,인원수,2014,1796
경기,약사,인원수,2015,1833
경기,약사,인원수,2016,1400
경기,약사,인원수,2017,2910
경기,약사,만명당인원수,2009,0.5
경기,약사,만명당인원수,2010,0.6
경기,약사,만명당인원수,2011,0.6
경기,약사,만명당인원수,2012,0.6
경기,약사,만명당인원수,2013,1.29
경기,약사,만명당인원수,2014,1.41
경기,약사,만명당인원수,2015,1.42
경기,약사,만명당인원수,2016,1.07
경기,약사,만명당인원수,2017,2.2
경기,조산사,인원수,2009,205
경기,조산사,인원수,2010,196
경기,조산사,인원수,2011,185
경기,조산사,인원수,2012,137
경기,조산사,인원수,2013,119
경기,조산사,인원수,2014,102
경기,조산사,인원수,2015,89
경기,조산사,인원수,2016,49
경기,조산사,인원수,2017,36
경기,조산사,만명당인원수,2009,0.2
경기,조산사,만명당인원수,2010,0.2
경기,조산사,만명당인원수,2011,0.2
경기,조산사,만명당인원수,2012,0.1
경기,조산사,만명당인원수,2013,0.09
경기,조산사,만명당인원수,2014,0.08
경기,조산사,만명당인원수,2015,0.07
경기,조산사,만명당인원수,2016,0.04
경기,조산사,만명당인원수,2017,0.03
경기,간호사,인원수,2009,18381
경기,간호사,인원수,2010,18925
경기,간호사,인원수,2011,19638
경기,간호사,인원수,2012,22371
경기,간호사,인원수,2013,24319
경기,간호사,인원수,2014,25623
경기,간호사,인원수,2015,29629
경기,간호사,인원수,2016,30902
경기,간호사,인원수,2017,34369
경기,간호사,만명당인원수,2009,16
경기,간호사,만명당인원수,2010,16.1
경기,간호사,만명당인원수,2011,16.5
경기,간호사,만명당인원수,2012,18.1
경기,간호사,만명당인원수,2013,19.38
경기,간호사,만명당인원수,2014,20.16
경기,간호사,만명당인원수,2015,22.98
경기,간호사,만명당인원수,2016,23.61
경기,간호사,만명당인원수,2017,25.93
경기,간호조무사,인원수,2009,20855
경기,간호조무사,인원수,2010,21318
경기,간호조무사,인원수,2011,22396
경기,간호조무사,인원수,2012,24499
경기,간호조무사,인원수,2013,23712
경기,간호조무사,인원수,2014,24200
경기,간호조무사,인원수,2015,25648
경기,간호조무사,인원수,2016,27092
경기,간호조무사,인원수,2017,30919
경기,간호조무사,만명당인원수,2009,18.2
경기,간호조무사,만명당인원수,2010,18.1
경기,간호조무사,만명당인원수,2011,18.8
경기,간호조무사,만명당인원수,2012,19.8
경기,간호조무사,만명당인원수,2013,18.9
경기,간호조무사,만명당인원수,2014,19.04
경기,간호조무사,만명당인원수,2015,19.89
경기,간호조무사,만명당인원수,2016,20.7
경기,간호조무사,만명당인원수,2017,23.33
경기,의료기사,인원수,2009,15109
경기,의료기사,인원수,2010,15842
경기,의료기사,인원수,2011,16716
경기,의료기사,인원수,2012,15315
경기,의료기사,인원수,2013,14422
경기,의료기사,인원수,2014,16145
경기,의료기사,인원수,2015,17752
경기,의료기사,인원수,2016,21946
경기,의료기사,인원수,2017,23774
경기,의료기사,만명당인원수,2009,13.2
경기,의료기사,만명당인원수,2010,13.4
경기,의료기사,만명당인원수,2011,14
경기,의료기사,만명당인원수,2012,12.4
경기,의료기사,만명당인원수,2013,11.49
경기,의료기사,만명당인원수,2014,12.7
경기,의료기사,만명당인원수,2015,13.77
경기,의료기사,만명당인원수,2016,16.76
경기,의료기사,만명당인원수,2017,17.94
경기,의무기록사,인원수,2009,475
경기,의무기록사,인원수,2010,487
경기,의무기록사,인원수,2011,517
경기,의무기록사,인원수,2012,419
경기,의무기록사,인원수,2013,528
경기,의무기록사,인원수,2014,417
경기,의무기록사,인원수,2015,715
경기,의무기록사,인원수,2016,748
경기,의무기록사,인원수,2017,823
경기,의무기록사,만명당인원수,2009,0.4
경기,의무기록사,만명당인원수,2010,0.4
경기,의무기록사,만명당인원수,2011,0.4
경기,의무기록사,만명당인원수,2012,0.3
경기,의무기록사,만명당인원수,2013,0.42
경기,의무기록사,만명당인원수,2014,0.33
경기,의무기록사,만명당인원수,2015,0.55
경기,의무기록사,만명당인원수,2016,0.57
경기,의무기록사,만명당인원수,2017,0.62
강원,합계,인원수,2009,11833
강원,합계,인원수,2010,12436
강원,합계,인원수,2011,13691
강원,합계,인원수,2012,13723
강원,합계,인원수,2013,14360
강원,합계,인원수,2014,13869
강원,합계,인원수,2015,14259
강원,합계,인원수,2016,15040
강원,합계,인원수,2017,14646
강원,합계,만명당인원수,2009,78.2
강원,합계,만명당인원수,2010,81.3
강원,합계,만명당인원수,2011,89.1
강원,합계,만명당인원수,2012,88.4
강원,합계,만명당인원수,2013,92
강원,합계,만명당인원수,2014,88.97
강원,합계,만명당인원수,2015,91
강원,합계,만명당인원수,2016,96
강원,합계,만명당인원수,2017,93
강원,합계,인구수,2009,1512870
강원,합계,인구수,2010,1529818
강원,합계,인구수,2011,1536448
강원,합계,인구수,2012,1551531
강원,합계,인구수,2013,1555672
강원,합계,인구수,2014,1558885
강원,합계,인구수,2015,1564615
강원,합계,인구수,2016,1566639
강원,합계,인구수,2017,1567091
강원,상근의사,인원수,2009,2070
강원,상근의사,인원수,2010,2261
강원,상근의사,인원수,2011,2364
강원,상근의사,인원수,2012,2202
강원,상근의사,인원수,2013,2423
강원,상근의사,인원수,2014,2278
강원,상근의사,인원수,2015,2366
강원,상근의사,인원수,2016,2472
강원,상근의사,인원수,2017,2494
강원,상근의사,만명당인원수,2009,13.7
강원,상근의사,만명당인원수,2010,14.8
강원,상근의사,만명당인원수,2011,15.4
강원,상근의사,만명당인원수,2012,14.2
강원,상근의사,만명당인원수,2013,15.58
강원,상근의사,만명당인원수,2014,14.61
강원,상근의사,만명당인원수,2015,15.12
강원,상근의사,만명당인원수,2016,15.78
강원,상근의사,만명당인원수,2017,15.91
강원,비상근의사,인원수,2009,
강원,비상근의사,인원수,2010,
강원,비상근의사,인원수,2011,
강원,비상근의사,인원수,2012,11
강원,비상근의사,인원수,2013,
강원,비상근의사,인원수,2014,0
강원,비상근의사,인원수,2015,0
강원,비상근의사,인원수,2016,0
강원,비상근의사,인원수,2017,0
강원,비상근의사,만명당인원수,2009,
강원,비상근의사,만명당인원수,2010,
강원,비상근의사,만명당인원수,2011,
강원,비상근의사,만명당인원수,2012,0.1
강원,비상근의사,만명당인원수,2013,0
강원,비상근의사,만명당인원수,2014,0
강원,비상근의사,만명당인원수,2015,0
강원,비상근의사,만명당인원수,2016,0
강원,비상근의사,만명당인원수,2017,0
강원,치과의사,인원수,2009,498
강원,치과의사,인원수,2010,508
강원,치과의사,인원수,2011,587
강원,치과의사,인원수,2012,566
강원,치과의사,인원수,2013,601
강원,치과의사,인원수,2014,537
강원,치과의사,인원수,2015,609
강원,치과의사,인원수,2016,606
강원,치과의사,인원수,2017,625
강원,치과의사,만명당인원수,2009,3.3
강원,치과의사,만명당인원수,2010,3.3
강원,치과의사,만명당인원수,2011,3.8
강원,치과의사,만명당인원수,2012,3.6
강원,치과의사,만명당인원수,2013,3.86
강원,치과의사,만명당인원수,2014,3.44
강원,치과의사,만명당인원수,2015,3.89
강원,치과의사,만명당인원수,2016,3.87
강원,치과의사,만명당인원수,2017,3.99
강원,한의사,인원수,2009,361
강원,한의사,인원수,2010,370
강원,한의사,인원수,2011,464
강원,한의사,인원수,2012,447
강원,한의사,인원수,2013,446
강원,한의사,인원수,2014,393
강원,한의사,인원수,2015,425
강원,한의사,인원수,2016,410
강원,한의사,인원수,2017,426
강원,한의사,만명당인원수,2009,0.2
강원,한의사,만명당인원수,2010,0.2
강원,한의사,만명당인원수,2011,3
강원,한의사,만명당인원수,2012,2.9
강원,한의사,만명당인원수,2013,2.87
강원,한의사,만명당인원수,2014,2.52
강원,한의사,만명당인원수,2015,2.72
강원,한의사,만명당인원수,2016,2.62
강원,한의사,만명당인원수,2017,2.72
강원,약사,인원수,2009,245
강원,약사,인원수,2010,110
강원,약사,인원수,2011,123
강원,약사,인원수,2012,162
강원,약사,인원수,2013,155
강원,약사,인원수,2014,172
강원,약사,인원수,2015,129
강원,약사,인원수,2016,151
강원,약사,인원수,2017,151
강원,약사,만명당인원수,2009,1.6
강원,약사,만명당인원수,2010,0.7
강원,약사,만명당인원수,2011,0.8
강원,약사,만명당인원수,2012,1
강원,약사,만명당인원수,2013,1
강원,약사,만명당인원수,2014,1.1
강원,약사,만명당인원수,2015,0.82
강원,약사,만명당인원수,2016,0.96
강원,약사,만명당인원수,2017,0.96
강원,조산사,인원수,2009,2
강원,조산사,인원수,2010,2
강원,조산사,인원수,2011,2
강원,조산사,인원수,2012,4
강원,조산사,인원수,2013,6
강원,조산사,인원수,2014,5
강원,조산사,인원수,2015,4
강원,조산사,인원수,2016,1
강원,조산사,인원수,2017,1
강원,조산사,만명당인원수,2009,
강원,조산사,만명당인원수,2010,
강원,조산사,만명당인원수,2011,
강원,조산사,만명당인원수,2012,0
강원,조산사,만명당인원수,2013,0.04
강원,조산사,만명당인원수,2014,0.03
강원,조산사,만명당인원수,2015,0.03
강원,조산사,만명당인원수,2016,0.01
강원,조산사,만명당인원수,2017,0.01
강원,간호사,인원수,2009,3424
강원,간호사,인원수,2010,3642
강원,간호사,인원수,2011,4042
강원,간호사,인원수,2012,4167
강원,간호사,인원수,2013,4354
강원,간호사,인원수,2014,4100
강원,간호사,인원수,2015,4293
강원,간호사,인원수,2016,4799
강원,간호사,인원수,2017,4824
강원,간호사,만명당인원수,2009,22.6
강원,간호사,만명당인원수,2010,23.8
강원,간호사,만명당인원수,2011,26.3
강원,간호사,만명당인원수,2012,26.9
강원,간호사,만명당인원수,2013,27.99
강원,간호사,만명당인원수,2014,26.3
강원,간호사,만명당인원수,2015,27.44
강원,간호사,만명당인원수,2016,30.63
강원,간호사,만명당인원수,2017,30.78
강원,간호조무사,인원수,2009,3265
강원,간호조무사,인원수,2010,3522
강원,간호조무사,인원수,2011,3789
강원,간호조무사,인원수,2012,3812
강원,간호조무사,인원수,2013,3827
강원,간호조무사,인원수,2014,3928
강원,간호조무사,인원수,2015,3922
강원,간호조무사,인원수,2016,3997
강원,간호조무사,인원수,2017,3720
강원,간호조무사,만명당인원수,2009,21.6
강원,간호조무사,만명당인원수,2010,23
강원,간호조무사,만명당인원수,2011,24.7
강원,간호조무사,만명당인원수,2012,24.6
강원,간호조무사,만명당인원수,2013,24.6
강원,간호조무사,만명당인원수,2014,25.2
강원,간호조무사,만명당인원수,2015,25.07
강원,간호조무사,만명당인원수,2016,25.51
강원,간호조무사,만명당인원수,2017,23.74
강원,의료기사,인원수,2009,1910
강원,의료기사,인원수,2010,1961
강원,의료기사,인원수,2011,2249
강원,의료기사,인원수,2012,2277
강원,의료기사,인원수,2013,2477
강원,의료기사,인원수,2014,2374
강원,의료기사,인원수,2015,2427
강원,의료기사,인원수,2016,2510
강원,의료기사,인원수,2017,2348
강원,의료기사,만명당인원수,2009,12.6
강원,의료기사,만명당인원수,2010,12.8
강원,의료기사,만명당인원수,2011,14.6
강원,의료기사,만명당인원수,2012,14.7
강원,의료기사,만명당인원수,2013,15.92
강원,의료기사,만명당인원수,2014,15.23
강원,의료기사,만명당인원수,2015,15.51
강원,의료기사,만명당인원수,2016,16.02
강원,의료기사,만명당인원수,2017,14.98
